"","Corpus","Author","Year","Case"
"268","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","Lab. Corp. of Am. Holdings v Metabolite Labs., Inc..txt"
"269","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","Lackawanna County Dist. Atty. v Coss.txt"
"270","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","LaGrand v Arizona.txt"
"271","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2002","Lapides v Bd. of Regents.txt"
"272","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","League of United Latin Am. Citizens v Perry.txt"
"273","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Leegin Creative Leather Prods. v PSKS, Inc..txt"
"274","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Lewis v US.txt"
"275","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","Lilly v Virginia.txt"
"276","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Locke v Karass.txt"
"277","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1996","Lockheed Corp. v Spink.txt"
"278","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1996","Lonchar v Thomas.txt"
"279","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Long Island Care at Home, Ltd. v Coke.txt"
"280","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Lozman v City of Riviera Beach.txt"
"281","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Luis v US.txt"
"282","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","Magwood v Patterson.txt"
"283","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2018","Marinello v US.txt"
"284","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Martinez v Court of Appeal.txt"
"285","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Maryland v Dyson.txt"
"286","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Mathis v US.txt"
"287","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Mayo Collaborative Servs. v Prometheus Labs., Inc..txt"
"288","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","McConnell v FEC.txt"
"289","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","McCutcheon v FEC.txt"
"290","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","McDonald v City of Chicago.txt"
"291","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","McGehee v Hutchinson (2).txt"
"292","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","McGehee v Hutchinson.txt"
"293","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","McWilliams v Dunn.txt"
"294","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","Medellin v Dretke.txt"
"295","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2008","Medellin v Texas (2).txt"
"296","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2008","Medellin v Texas.txt"
"297","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1996","Medtronic, Inc. v Lohr.txt"
"298","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","Medtronic, Inc. v Mirowski Family Ventures, LLC.txt"
"299","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1996","Melendez v US.txt"
"300","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","Merck & Co. v Reynolds.txt"
"301","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Messerschmidt v Millender.txt"
"302","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Metro-North Commuter R.R. v Buckley.txt"
"303","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2008","Metro. Life Ins. Co. v Glenn.txt"
"304","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Meyer v Holley.txt"
"305","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","MGM Studios Inc. v Grokster, Ltd..txt"
"306","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2002","Mickens v Taylor.txt"
"307","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1979","Microsoft Corp. v i4i Ltd. P'ship.txt"
"308","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Microsoft Corp. v US.txt"
"309","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","Mid-Con Freight Sys. v Mich. PSC.txt"
"310","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2018","Middleton v Florida.txt"
"311","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Midland Funding, LLC v Johnson.txt"
"312","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Miller v Alabama.txt"
"313","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Miller v Albright.txt"
"314","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Miller v French.txt"
"315","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","Miller-El v Dretke.txt"
"316","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2011","Milner v Dep't of the Navy.txt"
"317","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Milwaukee Brewery Workers' Pension Plan v Jos. Schlitz Brewing Co..txt"
"318","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Ministry of Def. & Support for the Armed Forces of the Islamic Republic of Iran v Elahi.txt"
"319","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Minneci v Pollard.txt"
"320","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Minnesota v Carter.txt"
"321","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2004","Missouri v Seibert.txt"
"322","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Mobil Oil Exploration & Producing Southeast v US.txt"
"323","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Mohamad v Palestinian Auth..txt"
"324","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Montana v Egelhoff.txt"
"325","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Montejo v Louisiana.txt"
"326","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","Morrison v Nat'l Austl. Bank Ltd..txt"
"327","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Morse v Frederick.txt"
"328","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1996","Morse v Republican Party.txt"
"329","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","Muhammad v Florida.txt"
"330","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2018","Murphy v NCAA.txt"
"331","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Muscarello v US.txt"
"332","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Mut. Pharm. Co. v Bartlett.txt"
"333","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Nat'l Ass'n of Home Builders v Defenders of Wildlife.txt"
"334","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","Nat'l Cable & Telecomms. Ass'n v Brand X Internet Servs..txt"
"335","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","Nat'l Fed'n of Fed. Emples., Local 1309 v DOI.txt"
"336","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Nat'l Park Hospitality Ass'n v DOI.txt"
"337","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Nelson v US.txt"
"338","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","New Jersey v New York.txt"
"339","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Nijhawan v Holder.txt"
"340","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Nike, Inc. v Kasky.txt"
"341","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Nixon v Shrink Mo. Gov't Pac.txt"
"342","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","NLRB v Canning.txt"
"343","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","NLRB v Town & Country Elec..txt"
"344","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Norfold & Western Ry. v Ayers.txt"
"345","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Norfolk S. Ry. v Shanklin.txt"
"346","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Nynex Corp. v Discon.txt"
"347","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","O'Brien v O'Laughlin.txt"
"348","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1996","O'Gilvie v US.txt"
"349","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","O'Neal v McAninch.txt"
"350","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1991","O'Sullivan v Boerckel.txt"
"351","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Ocasio v US.txt"
"352","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Office of the President v Office of Indep. Counsel.txt"
"353","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Ohio Forestry Ass'n v Sierra Club.txt"
"354","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2011","Oil States Energy Servs., LLC v Greene's Energy Grp., LLC.txt"
"355","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Okla. Tax Comm'n v Chickasaw Nation.txt"
"356","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Okla. Tax Comm'n v Jefferson Lines.txt"
"357","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2015","Oneok, Inc. v Learjet, Inc..txt"
"358","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","Oregon v Guzek.txt"
"359","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","Ortiz v Fibreboard Corp..txt"
"360","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Osborn v Haley.txt"
"361","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Oubre v Entergy Operations.txt"
"362","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","Overton v Ohio.txt"
"363","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Pac. Bell Tel. co. v linkLine Communs., Inc..txt"
"364","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","Palazzolo v Rhode Island.txt"
"365","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Parents Involved in Cmty. Sch. v Seattle Sch. Dist. No. 1.txt"
"366","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2018","Patchak v Zinke.txt"
"367","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2011","Pepper v US.txt"
"368","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","Perdue v Kenny A..txt"
"369","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","Petrella v MGM.txt"
"370","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Pharm. Research & Mfrs. of Am. v Walsh.txt"
"371","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Philip Morris USA v Williams.txt"
"372","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Phillips v Wash. Legal Found..txt"
"373","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Planned Parenthood of Greater Tex. Surgical Health Servs. v Abbott.txt"
"374","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Plaut v Spendthrift Farm.txt"
"375","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Pleasant Grove City v Summum.txt"
"376","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2004","Pliler v Ford.txt"
"377","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Polar Tankers, Inc. v City of Valdez.txt"
"378","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Powerex Corp. v Reliant Energy Servs..txt"
"379","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Printz v US.txt"
"380","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Public Lands Council v Babbitt.txt"
"381","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Puerto Rico v Sanchez Valle.txt"
"382","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Qualitex Co. v Jacobson Prods. Co..txt"
"383","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Raines v Byrd.txt"
"384","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","Randall v Sorrell.txt"
"385","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","Rapanos v US.txt"
"386","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Reed v Louisiana.txt"
"387","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2015","Reed v Town of Gilbert.txt"
"388","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Reno v Bossier Parish Sch. Bd. (2).txt"
"389","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Reno v Bossier Parish Sch. Bd..txt"
"390","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2004","Republic of Aus. v Altmann.txt"
"391","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Reynolds v US.txt"
"392","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Reynoldsville Casket Co. v Hyde.txt"
"393","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Rice v Cayetano.txt"
"394","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","Rice v Collins.txt"
"395","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Richardson v McKnight.txt"
"396","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","Richardson v US.txt"
"397","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","Riggs v California.txt"
"398","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2002","Ring v Arizona.txt"
"399","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Rita v US.txt"
"400","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","RJR Nabisco, Inc. v European Cmty..txt"
"401","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","Robers v US.txt"
"402","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Roe v Flores-Ortega.txt"
"403","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","Rogers v Tennessee.txt"
"404","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Ross v Blake.txt"
"405","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2008","Rowe v N.H. Motor Transp. Ass'n.txt"
"406","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Rubin v US.txt"
"407","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Ruiz v Texas.txt"
"408","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","S. Cent. Bell Tel. Co. v Alabama.txt"
"409","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","S. Union Co. v US.txt"
"410","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","Salazar v Buono.txt"
"411","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Salinas v Texas.txt"
"412","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","Sanchez-Llamas v Oregon.txt"
"413","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Sandin v Conner.txt"
"414","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Sandoz Inc. v Amgen Inc..txt"
"415","SupremeCourtCorpusFinalEncoded","BreyerCleaned",NA,"Saratoga Fishing Co. v J.M. Martinac & Co..txt"
"416","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2018","SAS Inst., Inc. v Iancu.txt"
"417","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","SCA Hygiene Prods. Aktiebolag v First Quality Baby Prods., LLC.txt"
"418","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","Schaffer v Weast.txt"
"419","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2006","Scheidler v NOW, Inc..txt"
"420","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Schenck v Pro-Choice Network of W. N.Y..txt"
"421","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2004","Schriro v Summerlin.txt"
"422","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","Schuette v Coalition to Defend Affirmative Action.txt"
"423","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2007","Scott v Harris.txt"
"424","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Sell v US.txt"
"425","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Setser v US.txt"
"426","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Shalala v Ill. Council on Long Term Care.txt"
"427","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Shaw v US.txt"
"428","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Shinseki v Sanders.txt"
"429","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Sims v Apfel.txt"
"430","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Sireci v Florida.txt"
"431","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","Small v US.txt"
"432","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1984","Smith v A.O. Smith Corp..txt"
"433","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Smith v Ryan.txt"
"434","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","Smith v Spisak.txt"
"435","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2011","Snyder v Phelps.txt"
"436","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2011","Sorrell v IMS Health Inc..txt"
"437","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2004","Sosa v Alvarez-Machain.txt"
"438","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2008","Sprint Communs. Co. L.P. v APCC Servs..txt"
"439","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Star Athletica, L.L.C. v Varsity Brands, inc..txt"
"440","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Std. Fire Ins. Co. v Knowles.txt"
"441","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Steel Co. v Citizens for a Better Env't.txt"
"442","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2000","Stenberg v Carhart.txt"
"443","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2011","Stern v Marshall.txt"
"444","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Stogner v California.txt"
"445","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Stone v INS.txt"
"446","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","Stop the Beach Renourishment, Inc. v Fla. Dep't of Envtl. Prot..txt"
"447","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Summers v Earth Island Inst..txt"
"448","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1999","Sutton v United Air Lines.txt"
"449","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2015","Teva Pharms. USA, Inc. v Sandoz, Inc..txt"
"450","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","Texas v Cobb.txt"
"451","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","Textron Lycoming Reciprocating Engine Div. v United Auto..txt"
"452","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","The Wharf (Holdings) Ltd. v United Int'l Holdings, Inc..txt"
"453","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2009","Thompson v McNeil.txt"
"454","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2002","Thompson v W. States Med. Ctr..txt"
"455","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1974","Tibble v Edison Int'l.txt"
"456","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","Tome v US.txt"
"457","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","Torres v Mullin.txt"
"458","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","Tory v Cochran.txt"
"459","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2014","Town of Greece v Galloway.txt"
"460","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Trest v Cain.txt"
"461","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Trevino v Thaler.txt"
"462","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","Trinity Lutheran Church of Columbia, Inc. v Comer.txt"
"463","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Truehill v Florida.txt"
"464","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2016","Tucker v Louisiana.txt"
"465","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","Turner Broad. Sys. v FCC.txt"
"466","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2011","Turner v Rogers.txt"
"467","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2017","Turner v US.txt"
"468","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","Tyler v Cain.txt"
"469","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","Unite Here Local 355 v Mulhall.txt"
"470","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2002","US Airways, Inc. v Barnett.txt"
"471","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","US v Alvarez.txt"
"472","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","US v Am. Library Ass'n.txt"
"473","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1996","US v Armstrong.txt"
"474","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1998","US v Balsys.txt"
"475","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2005","US v Booker.txt"
"476","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","US v Brockamp.txt"
"477","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2010","US v Comstock.txt"
"478","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2002","US v Fior D'Italia.txt"
"479","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2004","US v Flores-Montano.txt"
"480","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1997","US v Gonzales.txt"
"481","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2001","US v Hatter.txt"
"482","SupremeCourtCorpusFinalEncoded","BreyerCleaned","1995","US v Hays.txt"
"483","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2012","US v Home Concrete & Supply, LLC.txt"
"484","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2003","US v Jimenez Recio.txt"
"485","SupremeCourtCorpusFinalEncoded","BreyerCleaned","2013","US v Kebodeaux.txt"
