Feature,Mean Difference,Gender
news,0.0212,F
preserve,0.021171429,F
step,0.02105,F
worth,0.020971429,F
required,0.020933333,F
attempting,0.0208,F
empt,0.0208,F
feb,0.0208,F
acting,0.020771429,F
assert,0.020771429,F
pension,0.0207,F
success,0.0207,F
unfair,0.0206,F
conceded,0.020533333,F
arbitrate,0.0204,F
items,0.0204,F
offered,0.0204,F
remains,0.0204,F
circuit's,0.02032,F
powerful,0.0203,F
prescription,0.0203,F
cities,0.0202,F
maryland,0.0202,F
problems,0.0202,F
carolina,0.020175,F
confusion,0.020133333,F
remote,0.02,F
indigent,0.01988,F
declining,0.0198,F
enforced,0.0198,F
values,0.0198,F
proc,0.019733333,F
under,0.019714286,F
moore,0.0197,F
death,0.019683333,F
body,0.019675,F
attorneys,0.019657143,F
garrett,0.0196,F
pass,0.019542857,F
prospect,0.0195,F
veto,0.0195,F
convinced,0.01948,F
calculation,0.0194,F
apartment,0.0193,F
scientific,0.0193,F
persons,0.019290909,F
perry,0.0192,F
subchapter,0.0192,F
state,0.019157143,F
jones,0.019,F
disagreed,0.0189,F
alleged,0.018888889,F
stat,0.018854545,F
apparent,0.01885,F
martinez,0.01884,F
allowed,0.018822222,F
medicare,0.0188,F
nation,0.018775,F
states,0.018742857,F
superior,0.018733333,F
retroactive,0.018514286,F
injured,0.018428571,F
alternatives,0.0184,F
faced,0.018333333,F
item,0.0183,F
mother,0.01824,F
declared,0.0182,F
offer,0.018028571,F
measures,0.017833333,F
connected,0.0178,F
fiscal,0.0178,F
invariably,0.0178,F
leading,0.01775,F
face,0.017688889,F
routine,0.0176,F
along,0.017571429,F
contends,0.017571429,F
council,0.017514286,F
framers,0.0174,F
enterprises,0.0173,F
proportionality,0.0173,F
alone,0.017288889,F
subsidiary,0.017266667,F
document,0.0172,F
lake,0.0172,F
morgan,0.0172,F
ordinarily,0.017028571,F
compiled,0.017,F
host,0.017,F
timely,0.017,F
census,0.01695,F
announce,0.0169,F
bodies,0.0169,F
chemical,0.0169,F
confirmed,0.01684,F
clarify,0.0168,F
hampshire,0.0168,F
recognizes,0.0168,F
something,0.0168,F
undertake,0.0168,F
provided,0.016745455,F
performing,0.0167,F
changed,0.016571429,F
live,0.016533333,F
proponents,0.0164,F
render,0.0164,F
statistical,0.0164,F
explains,0.016342857,F
rendered,0.016228571,F
among,0.016111111,F
enforce,0.016088889,F
harm,0.016088889,F
pet,0.016066667,F
amendment,0.015971429,F
deductions,0.0159,F
site,0.0158,F
territorial,0.0157,F
reached,0.015525,F
sierra,0.0155,F
ferguson,0.0154,F
against,0.015384615,F
element,0.015288889,F
challenging,0.01524,F
jurisdictional,0.0152,F
tier,0.0152,F
deduction,0.015133333,F
guard,0.0151,F
aggrieved,0.0151,F
increasing,0.01508,F
description,0.014971429,F
resulted,0.014933333,F
fall,0.014828571,F
british,0.0148,F
taxable,0.0148,F
recover,0.014771429,F
indicates,0.014725,F
circumstances,0.014716667,F
incidental,0.0147,F
plurality,0.0147,F
commercial,0.014688889,F
port,0.0146,F
regents,0.0146,F
prescribed,0.014571429,F
electric,0.0145,F
irrational,0.0143,F
superfluous,0.0143,F
encouraging,0.014266667,F
hendricks,0.0142,F
mentally,0.0142,F
parker,0.0142,F
spent,0.0142,F
minimum,0.01415,F
essentially,0.014133333,F
conclusive,0.0141,F
classifications,0.014,F
lawyers,0.014,F
mandamus,0.014,F
nationality,0.014,F
prayer,0.014,F
occur,0.013942857,F
involvement,0.0139,F
bonds,0.0138,F
court,0.0138,F
affirmatively,0.0137,F
sherman,0.013633333,F
complete,0.013625,F
pervasive,0.0136,F
relation,0.013571429,F
adequate,0.013488889,F
machine,0.0134,F
satisfy,0.0134,F
store,0.0134,F
transport,0.0133,F
relied,0.013288889,F
traditional,0.013266667,F
waived,0.01324,F
projects,0.0132,F
consequently,0.013133333,F
exceeded,0.013,F
lower,0.013,F
rebut,0.013,F
resolve,0.012975,F
deferential,0.0129,F
computer,0.0128,F
diminish,0.0128,F
rico,0.0128,F
suggesting,0.0128,F
must,0.012742857,F
poses,0.0127,F
despite,0.012688889,F
inconsistent,0.012666667,F
patient,0.012666667,F
district's,0.0126,F
summary,0.0126,F
teachers,0.012566667,F
finally,0.012488889,F
puerto,0.01248,F
evaluated,0.0124,F
entities,0.012314286,F
assertions,0.0123,F
counter,0.0123,F
presentation,0.0123,F
furman,0.0122,F
useful,0.0122,F
allege,0.0121,F
unitary,0.0121,F
maintaining,0.01208,F
town,0.012,F
weber,0.012,F
indistinguishable,0.0119,F
interpretations,0.01184,F
identifying,0.0118,F
withholding,0.0118,F
through,0.011766667,F
refund,0.01164,F
revision,0.0115,F
principles,0.011466667,F
attachment,0.0114,F
identified,0.0114,F
lawfully,0.0114,F
o,0.0114,F
bound,0.011314286,F
suppress,0.0113,F
means,0.011254545,F
actionable,0.0112,F
bay,0.0112,F
conferred,0.011133333,F
select,0.0111,F
sept,0.0111,F
produce,0.01105,F
arises,0.011,F
drafters,0.011,F
off,0.011,F
past,0.011,F
relates,0.0108,F
exercised,0.010771429,F
denying,0.010714286,F
seeks,0.010688889,F
accomplice,0.0106,F
expenditure,0.0106,F
scene,0.0106,F
seniority,0.010566667,F
causation,0.0105,F
inclusion,0.0105,F
age,0.010488889,F
she,0.010488889,F
cease,0.0104,F
greatly,0.0104,F
satisfies,0.0104,F
adjudicate,0.0103,F
specified,0.010225,F
main,0.0102,F
shows,0.010171429,F
heart,0.0101,F
ins,0.01005,F
associations,0.01,F
flexibility,0.01,F
god,0.01,F
operation,0.01,F
prosecutors,0.01,F
roads,0.01,F
light,0.00994,F
dr,0.009914286,F
father,0.0099,F
driving,0.00984,F
decision,0.009784615,F
covered,0.009725,F
holder,0.0097,F
resolution,0.00965,F
novo,0.00964,F
increase,0.0096,F
speculative,0.0096,F
unfortunately,0.0095,F
withdrawal,0.0095,F
white,0.009488889,F
causes,0.0094,F
concepts,0.0094,F
west,0.0094,F
agreed,0.009375,F
concede,0.00935,F
clause,0.009338462,F
federally,0.0093,F
bare,0.0092,F
philadelphia,0.0092,F
practice,0.009066667,F
comparison,0.00904,F
booth,0.009,F
commenced,0.009,F
threatens,0.009,F
vacated,0.00895,F
members,0.008945455,F
pregnant,0.0089,F
data,0.008771429,F
comments,0.00872,F
attendant,0.0086,F
correctness,0.0086,F
focus,0.008575,F
suffering,0.0085,F
emphasize,0.0084,F
percent,0.008314286,F
measured,0.0083,F
affect,0.0082,F
arrested,0.0082,F
teamsters,0.0082,F
unlimited,0.0082,F
convenience,0.0081,F
label,0.0081,F
arguing,0.00808,F
cert,0.008066667,F
dakota,0.00804,F
rogers,0.008,F
victims,0.007971429,F
today,0.007907692,F
competitors,0.0079,F
urban,0.0078,F
firms,0.0077,F
now,0.007654545,F
williams,0.00765,F
chance,0.0076,F
insurers,0.0076,F
plurality's,0.0076,F
whites,0.0076,F
criteria,0.007571429,F
leave,0.007488889,F
eighth,0.00745,F
expansive,0.0074,F
regulated,0.007371429,F
prevention,0.0073,F
inter,0.00724,F
preservation,0.00715,F
separation,0.00708,F
conceivable,0.007,F
confession,0.007,F
became,0.006966667,F
evidentiary,0.006914286,F
liquor,0.006914286,F
highway,0.0069,F
cause,0.006883333,F
prima,0.00684,F
detailed,0.0068,F
shot,0.0068,F
job,0.006771429,F
petitioner's,0.006733333,F
facie,0.0067,F
adopts,0.00664,F
resolving,0.00664,F
acted,0.006571429,F
armed,0.006514286,F
refusing,0.006514286,F
t,0.006509091,F
discourage,0.0065,F
admissible,0.0065,F
antitrust,0.006488889,F
labor,0.006488889,F
differs,0.0064,F
expenditures,0.006333333,F
importation,0.0063,F
reimbursement,0.006233333,F
purpose,0.006184615,F
fairness,0.006125,F
million,0.006114286,F
domicile,0.006,F
played,0.006,F
rely,0.006,F
toward,0.005971429,F
actions,0.00594,F
developments,0.0059,F
duncan,0.0059,F
turning,0.0059,F
deadline,0.00584,F
attorney's,0.005833333,F
compelling,0.0058,F
dubious,0.0058,F
mcmillan,0.0058,F
extreme,0.00575,F
erie,0.0057,F
bearing,0.0056,F
newspaper,0.0056,F
promise,0.0056,F
spending,0.0056,F
enterprise,0.005542857,F
residence,0.005533333,F
purported,0.0055,F
falsely,0.0054,F
listing,0.0054,F
dispositive,0.005366667,F
cir,0.0053,F
surveillance,0.0053,F
reasonableness,0.005257143,F
notes,0.005125,F
laches,0.0051,F
granted,0.005088889,F
car,0.00505,F
agency's,0.00504,F
electoral,0.005,F
marijuana,0.005,F
older,0.0049,F
programs,0.00485,F
insurer,0.0048,F
vermont,0.00475,F
clerk,0.004733333,F
jurisdictions,0.004733333,F
declaring,0.0047,F
real,0.004688889,F
rehearing,0.00468,F
curiam,0.00465,F
bush,0.0046,F
quantity,0.0046,F
jackson,0.004571429,F
secure,0.004571429,F
start,0.0045,F
administer,0.0045,F
delegated,0.0045,F
bargain,0.00448,F
came,0.0044,F
attempts,0.004371429,F
risks,0.004333333,F
existed,0.004266667,F
subjected,0.0042,F
territory,0.0042,F
actual,0.004177778,F
assessments,0.0041,F
information,0.004054545,F
protection,0.003933333,F
obtained,0.003925,F
loan,0.003866667,F
undermines,0.0038,F
beneficiaries,0.003733333,F
bar,0.003711111,F
plain,0.003644444,F
accorded,0.0036,F
constitution's,0.0036,F
professor,0.0036,F
signatory,0.0036,F
extended,0.003571429,F
reveals,0.003566667,F
claims,0.003507692,F
moot,0.0035,F
attaches,0.0035,F
again,0.003488889,F
concerning,0.0034,F
penalty,0.003345455,F
statutory,0.003338462,F
originally,0.003333333,F
destruction,0.0033,F
jurisdiction,0.0033,F
returned,0.00324,F
bind,0.0032,F
determinative,0.0032,F
exactly,0.0032,F
international,0.0032,F
access,0.003,F
describing,0.003,F
illegitimate,0.003,F
omission,0.003,F
propriety,0.003,F
recall,0.003,F
corporations,0.002925,F
including,0.00292,F
weapon,0.0029,F
analysis,0.00282,F
lenity,0.0028,F
contend,0.00272,F
card,0.0027,F
conveyed,0.0027,F
endorsed,0.0027,F
too,0.002666667,F
targeted,0.0026,F
claimed,0.002575,F
demands,0.002571429,F
union,0.00254,F
eventually,0.0025,F
participated,0.0025,F
businesses,0.00248,F
repeated,0.00244,F
seizure,0.002428571,F
courts,0.0024,F
prosecutor's,0.0024,F
generalized,0.0023,F
necessary,0.002266667,F
belief,0.0022,F
temporary,0.002166667,F
c,0.00215,F
lane,0.002,F
thereof,0.002,F
command,0.001914286,F
hearings,0.001914286,F
scrutiny,0.001888889,F
employees,0.001866667,F
assn,0.00185,F
moral,0.0018,F
prejudice,0.0018,F
economy,0.0017,F
arkansas,0.00164,F
b,0.0016,F
supposed,0.0016,F
work,0.0016,F
deter,0.0015,F
stores,0.0015,F
escape,0.001433333,F
health,0.001433333,F
department,0.001425,F
according,0.0014,F
cars,0.0014,F
development,0.0014,F
specify,0.0014,F
failed,0.00135,F
prevent,0.00135,F
accordingly,0.0013,F
customs,0.0012,F
intrusion,0.0012,F
calling,0.0012,F
debtor's,0.0012,F
undertaken,0.0012,F
hours,0.001133333,F
gardner,0.0011,F
recipient,0.0011,F
wait,0.0011,F
waste,0.00104,F
elsewhere,0.001,F
minimize,0.001,F
paid,0.001,F
violates,0.001,F
younger,0.001,F
inability,9.20E-04,F
compensate,9.00E-04,F
consideration,9.00E-04,F
balance,8.80E-04,F
simultaneously,8.00E-04,F
certificate,7.33E-04,F
judged,7.00E-04,F
providing,7.00E-04,F
reads,6.80E-04,F
reverse,6.00E-04,F
addition,6.00E-04,F
cost,6.00E-04,F
discipline,5.50E-04,F
behind,5.00E-04,F
confers,5.00E-04,F
govern,4.67E-04,F
classification,4.00E-04,F
regard,4.00E-04,F
nov,4.00E-04,F
central,2.00E-04,F
citation,2.00E-04,F
comp,2.00E-04,F
existence,2.00E-04,F
existing,2.00E-04,F
litigated,2.00E-04,F
statistics,2.00E-04,F
